Channel_0,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Channel_9,Channel_10,Channel_11,Channel_12,Channel_13,Channel_14,Channel_15,Channel_16,Channel_17,Channel_18,Channel_19,Channel_20,Channel_21,Channel_22,Channel_23,Channel_24,Channel_25,Channel_26,Channel_27,Channel_28,Channel_29,Channel_30,Channel_31,Channel_32,Channel_33,Channel_34,Channel_35,Channel_36,Channel_37,Channel_38,Channel_39,Channel_40,Channel_41,Channel_42,Channel_43,Channel_44,Channel_45,Channel_46,Channel_47,Channel_48,Channel_49,Channel_50,Channel_51,Channel_52,Channel_53,Channel_54,Channel_55,Channel_56,Channel_57,Channel_58,Channel_59,Channel_60,Channel_61,Channel_62,Channel_63
101.821968,101.999199,101.770737,102.128372,102.078285,102.127563,102.137169,101.902626,102.149406,102.166565,101.844063,101.955551,101.864174,101.796532,101.802925,102.180489,102.181870,102.227463,101.785622,102.093658,102.099884,102.174194,102.278870,101.845879,102.131165,102.150810,102.210297,102.109261,101.911194,102.105110,102.212364,102.240585,102.204437,102.152542,102.103714,102.151443,102.184990,102.197990,102.202713,102.209679,102.286354,102.173294,102.157394,102.233986,102.190628,102.214485,102.185715,102.274979,102.264381,102.256691,102.274689,102.162666,102.265366,102.217888,102.217697,102.234238,102.296867,102.299416,102.276566,102.262733,102.266907,102.155724,102.280777,102.183701
101.821968,101.999199,101.770737,102.129051,102.078629,102.127907,102.137169,101.901779,102.148628,102.165894,101.844063,101.955200,101.864174,101.796532,101.802925,102.180153,102.182205,102.227798,101.784462,102.094498,102.100212,102.174194,102.278214,101.845444,102.130043,102.150810,102.210297,102.111053,101.909073,102.105110,102.212364,102.240257,102.205124,102.152542,102.103714,102.151779,102.184464,102.197990,102.203049,102.210815,102.285835,102.173630,102.158241,102.234337,102.191292,102.214485,102.186203,102.274979,102.264046,102.255684,102.273689,102.162666,102.266037,102.217888,102.217377,102.234695,102.297211,102.299744,102.276230,102.262398,102.266907,102.156075,102.281113,102.183365
101.822304,101.998856,101.770241,102.129387,102.078941,102.128395,102.136833,101.901779,102.148972,102.165230,101.843727,101.954865,101.864502,101.796860,101.802597,102.180153,102.182205,102.227798,101.785622,102.094498,102.099884,102.174530,102.277878,101.845444,102.130043,102.151649,102.211647,102.110718,101.909714,102.105110,102.212364,102.240257,102.205452,102.153229,102.103714,102.152946,102.184990,102.198334,102.203728,102.209679,102.286179,102.173294,102.158241,102.233658,102.191956,102.213623,102.186867,102.274635,102.263367,102.255684,102.274689,102.163483,102.265366,102.217064,102.216194,102.235023,102.297539,102.299088,102.276703,102.262947,102.265732,102.156410,102.280777,102.183701
101.822975,101.999199,101.770584,102.129723,102.078629,102.128395,102.136833,101.901955,102.149742,102.164558,101.843399,101.955200,101.864822,101.796860,101.802597,102.180489,102.182533,102.227463,101.784462,102.094498,102.100212,102.174530,102.277542,101.845444,102.129707,102.150482,102.212669,102.111053,101.909393,102.105110,102.212364,102.239914,102.206139,102.154221,102.103714,102.152603,102.184128,102.197990,102.204887,102.210472,102.286835,102.172943,102.158577,102.233658,102.191956,102.214149,102.186531,102.273949,102.264046,102.255020,102.275032,102.163139,102.266495,102.217888,102.216522,102.234695,102.297211,102.298752,102.276703,102.263290,102.266907,102.156746,102.281113,102.184036
101.822639,102.000031,101.770584,102.131218,102.079117,102.128716,102.136505,101.901955,102.148407,102.164223,101.843399,101.954865,101.863831,101.796860,101.803268,102.180489,102.182205,102.227463,101.785965,102.094841,102.099213,102.173851,102.277878,101.845108,102.129379,102.150162,102.212669,102.111053,101.909714,102.104446,102.213211,102.240257,102.205452,102.154221,102.104401,102.152603,102.185333,102.198997,102.205559,102.210350,102.286835,102.172287,102.158577,102.233315,102.191292,102.214485,102.186531,102.273613,102.264381,102.255020,102.273354,102.163925,102.265823,102.217888,102.216522,102.235359,102.297211,102.298416,102.276367,102.263618,102.266068,102.156746,102.281448,102.184036
101.822639,101.999687,101.770241,102.130737,102.079781,102.129066,102.136505,101.902290,102.148849,102.164558,101.843063,101.955200,101.863503,101.796532,101.802925,102.180489,102.183212,102.227798,101.786278,102.094841,102.099213,102.173515,102.277542,101.844757,102.129707,102.150162,102.211990,102.111053,101.909393,102.104782,102.213211,102.239578,102.205452,102.155075,102.104744,102.152603,102.185661,102.198997,102.205559,102.211349,102.286179,102.171608,102.158577,102.232971,102.191292,102.214485,102.186531,102.273949,102.264046,102.255684,102.273026,102.164276,102.266159,102.217064,102.216354,102.236023,102.296867,102.298416,102.276039,102.263405,102.266747,102.156410,102.281113,102.183701
101.822304,102.000031,101.769913,102.130737,102.079269,102.128395,102.136169,101.901955,102.149521,102.166039,101.843399,101.955200,101.863174,101.797676,101.802925,102.180153,102.182869,102.226303,101.786606,102.095734,102.099213,102.173515,102.277222,101.845879,102.129707,102.149498,102.212334,102.110580,101.909714,102.104782,102.213211,102.239250,102.205124,102.155075,102.105423,102.152283,102.185333,102.198997,102.206100,102.211349,102.286354,102.170418,102.158577,102.233658,102.191292,102.214485,102.186867,102.273949,102.264046,102.256020,102.272018,102.164276,102.266159,102.218224,102.216019,102.235687,102.295853,102.298752,102.276367,102.263077,102.267250,102.156410,102.281113,102.183365
101.822639,102.000031,101.769913,102.130394,102.078941,102.128395,102.136169,101.901619,102.148849,102.165565,101.843399,101.955551,101.863174,101.797997,101.803268,102.180489,102.182533,102.227127,101.786278,102.095390,102.098877,102.173515,102.278336,101.846230,102.129379,102.149666,102.211990,102.112717,101.909073,102.105438,102.212875,102.239578,102.205124,102.155411,102.105423,102.152283,102.185997,102.198662,102.205238,102.210014,102.286682,102.170273,102.158066,102.233315,102.190628,102.215317,102.186050,102.273949,102.263367,102.256020,102.272018,102.164619,102.266159,102.218224,102.215683,102.235687,102.296532,102.298920,102.276039,102.263077,102.266907,102.157578,102.281448,102.183365
101.822975,102.000366,101.769577,102.130211,102.079269,102.130211,102.136833,101.901619,102.148849,102.166229,101.843399,101.954865,101.863503,101.798347,101.803268,102.180489,102.182205,102.227798,101.786278,102.095734,102.098877,102.173988,102.278664,101.846909,102.129379,102.148834,102.211647,102.111923,101.909073,102.106102,102.212547,102.239578,102.205124,102.154739,102.105087,102.152283,102.185997,102.199333,102.205238,102.209007,102.285507,102.171608,102.158913,102.233986,102.190292,102.214645,102.186531,102.274635,102.263367,102.256355,102.270859,102.164619,102.266495,102.217888,102.216194,102.234566,102.296532,102.298599,102.276703,102.262733,102.267250,102.157578,102.281113,102.183029
101.822639,102.000366,101.768913,102.129387,102.080772,102.130211,102.136505,101.901619,102.148849,102.165894,101.843575,101.954185,101.863831,101.798668,101.803268,102.180489,102.182205,102.228462,101.785965,102.096054,102.098877,102.173653,102.278664,101.847244,102.129379,102.150330,102.211647,102.111923,101.909073,102.105576,102.212219,102.239914,102.205124,102.154404,102.105087,102.151932,102.187157,102.199997,102.204887,102.209007,102.285507,102.171761,102.158913,102.232811,102.190292,102.214310,102.185051,102.274300,102.264511,102.256355,102.272354,102.164619,102.267166,102.216385,102.216522,102.235359,102.297874,102.297760,102.277046,102.263290,102.268272,102.157578,102.280777,102.183701
101.821968,102.000687,101.768234,102.129051,102.080437,102.130539,102.136833,101.901619,102.148849,102.165565,101.845718,101.954185,101.863174,101.799004,101.803268,102.181137,102.183365,102.228462,101.784958,102.096054,102.098213,102.174332,102.279320,101.847580,102.129044,102.150330,102.212334,102.111923,101.909500,102.105576,102.212219,102.240707,102.204437,102.153732,102.105423,102.151932,102.185997,102.199661,102.205559,102.208679,102.285507,102.173294,102.158737,102.233986,102.190628,102.214310,102.185379,102.275650,102.264511,102.256355,102.271683,102.164619,102.267166,102.216049,102.216522,102.235687,102.298546,102.298920,102.277855,102.263290,102.267586,102.157082,102.281113,102.183701
101.822304,102.001030,101.768578,102.129723,102.081100,102.130539,102.136505,101.901955,102.149521,102.165230,101.845390,101.954529,101.863174,101.798668,101.803596,102.180809,102.183365,102.228462,101.784622,102.094498,102.098213,102.173653,102.279984,101.847244,102.129379,102.150002,102.212669,102.112259,101.910355,102.105576,102.211876,102.240585,102.205124,102.154076,102.104744,102.152481,102.185333,102.199661,102.206429,102.208679,102.285507,102.173294,102.159409,102.233986,102.190292,102.213638,102.186050,102.275986,102.264175,102.256020,102.270676,102.163834,102.267166,102.217560,102.217697,102.236023,102.298668,102.298920,102.278519,102.262398,102.267250,102.158249,102.280777,102.183701
101.822639,102.001030,101.768913,102.129723,102.080109,102.129875,102.136833,101.902626,102.150192,102.165230,101.846390,101.954529,101.862686,101.797531,101.804153,102.181473,102.182701,102.228302,101.784958,102.094841,102.098549,102.173988,102.281311,101.846909,102.129044,102.150002,102.212334,102.112717,101.909393,102.104263,102.211876,102.240585,102.206268,102.153885,102.105087,102.152817,102.185333,102.199333,102.206429,102.208351,102.286354,102.173950,102.159256,102.234467,102.190292,102.213974,102.185379,102.275986,102.264511,102.257500,102.270676,102.163483,102.267029,102.217888,102.217697,102.236359,102.297661,102.298264,102.278519,102.262398,102.267250,102.158249,102.280106,102.184036
101.822304,101.999863,101.768913,102.130074,102.080109,102.129875,102.137505,101.903107,102.149857,102.166374,101.846062,101.955704,101.863014,101.797867,101.803268,102.180328,102.183365,102.228790,101.783798,102.095390,102.098549,102.172493,102.282150,101.846230,102.129379,102.149826,102.212334,102.112053,101.907890,102.104782,102.212219,102.240585,102.206612,102.154404,102.105087,102.153152,102.184990,102.198662,102.205559,102.208351,102.287018,102.174789,102.159256,102.234467,102.191437,102.213974,102.184265,102.276329,102.264511,102.257011,102.271530,102.164276,102.267029,102.217560,102.217697,102.236023,102.297325,102.298599,102.279205,102.262398,102.268021,102.158249,102.280777,102.184875
101.822639,101.999863,101.769394,102.129387,102.080109,102.131218,102.137840,101.902786,102.150192,102.166374,101.846390,101.956039,101.863503,101.797203,101.803596,102.180656,102.182869,102.228462,101.783463,102.095734,102.099335,102.173317,102.282150,101.846230,102.129707,102.149826,102.212669,102.111717,101.907562,102.105110,102.212547,102.240585,102.206268,102.153564,102.105423,102.153824,102.185333,102.196487,102.205559,102.208679,102.287354,102.173630,102.159256,102.235153,102.191437,102.213638,102.183594,102.276329,102.264847,102.257347,102.271530,102.164619,102.267357,102.217224,102.218048,102.236023,102.298332,102.297432,102.278717,102.262070,102.267586,102.158577,102.280441,102.184540
101.822304,102.001366,101.768913,102.129723,102.079781,102.131546,102.138191,101.902451,102.149857,102.166374,101.845390,101.956375,101.863503,101.797676,101.803268,102.180656,102.182533,102.228790,101.784286,102.094498,102.099655,102.172958,102.281815,101.845444,102.130043,102.149826,102.212669,102.111053,101.907890,102.106270,102.211876,102.240585,102.205124,102.154221,102.105423,102.153824,102.184990,102.196999,102.204887,102.208679,102.287354,102.173630,102.159256,102.235153,102.190956,102.213974,102.183929,102.275986,102.264847,102.257675,102.270348,102.165062,102.267685,102.217560,102.218369,102.236687,102.298828,102.297432,102.278717,102.263290,102.267250,102.158577,102.281448,102.184212
101.822304,102.001030,101.769234,102.129723,102.080437,102.130074,102.137840,101.902786,102.149857,102.166374,101.844719,101.956375,101.863503,101.797348,101.803596,102.180992,102.182533,102.228462,101.783463,102.094498,102.099655,102.173653,102.282478,101.845787,102.130043,102.151321,102.211990,102.111053,101.907890,102.105934,102.212875,102.241707,102.205788,102.155243,102.104744,102.153488,102.185333,102.197662,102.206100,102.208351,102.287354,102.173294,102.160423,102.233986,102.191101,102.213638,102.184044,102.274162,102.264175,102.257675,102.271866,102.163925,102.268028,102.217560,102.218704,102.237015,102.298332,102.298599,102.278381,102.263618,102.267250,102.158577,102.281784,102.183876
101.822304,102.000687,101.770065,102.128914,102.080772,102.130409,102.137169,101.902786,102.149742,102.167046,101.844925,101.956039,101.863503,101.796532,101.803932,102.181473,102.182205,102.228127,101.784622,102.094170,102.098549,102.173515,102.282150,101.845787,102.129707,102.151321,102.212669,102.109924,101.908218,102.105438,102.212875,102.242043,102.205788,102.155914,102.104050,102.153488,102.185333,102.198471,102.205559,102.209007,102.287674,102.173294,102.161102,102.233986,102.190765,102.213638,102.183365,102.274498,102.263832,102.257347,102.272202,102.163925,102.268028,102.218224,102.218704,102.238144,102.298012,102.299255,102.277374,102.263954,102.267250,102.157906,102.281639,102.183876
101.822304,102.000366,101.770401,102.128914,102.080772,102.131546,102.136833,101.903107,102.151871,102.167046,101.843727,101.956375,101.864677,101.796204,101.803932,102.181473,102.181870,102.228462,101.784286,102.093498,102.097542,102.173515,102.281311,101.845787,102.129379,102.150658,102.212669,102.110718,101.907562,102.104446,102.212547,102.242043,102.206268,102.155098,102.104050,102.153488,102.184990,102.199142,102.205238,102.209679,102.287674,102.172104,102.161102,102.233315,102.191101,102.214310,102.184525,102.274834,102.263168,102.256691,102.272202,102.163246,102.268822,102.218224,102.218704,102.238815,102.297661,102.299583,102.277046,102.263618,102.266907,102.158577,102.283127,102.183548
101.822777,102.000031,101.770401,102.128914,102.081100,102.130882,102.137169,101.902451,102.151535,102.166710,101.844398,101.956375,101.864349,101.796532,101.804825,102.181473,102.181870,102.228790,101.784286,102.093834,102.097542,102.173851,102.281639,101.846130,102.129379,102.150993,102.213364,102.110382,101.907562,102.104782,102.211380,102.241249,102.205452,102.155914,102.104050,102.154999,102.184319,102.199478,102.205559,102.209351,102.287674,102.171432,102.161438,102.233986,102.191437,102.213310,102.184525,102.275986,102.262817,102.256691,102.272873,102.163582,102.268822,102.218224,102.219223,102.239479,102.298012,102.299911,102.277184,102.263954,102.267250,102.158249,102.282120,102.184212
101.822456,102.000031,101.769913,102.129250,102.080772,102.130539,102.137993,101.902451,102.151199,102.166710,101.844398,101.955704,101.865005,101.797348,101.804825,102.181473,102.182205,102.229134,101.784622,102.094498,102.097542,102.173851,102.282639,101.847244,102.129707,102.151978,102.213364,102.109924,101.908539,102.105110,102.210373,102.241379,102.205452,102.155579,102.104401,102.154655,102.183975,102.198662,102.204887,102.209488,102.288345,102.171272,102.161766,102.233986,102.191437,102.212967,102.184525,102.275314,102.262817,102.257500,102.273544,102.163925,102.269150,102.218224,102.219223,102.238480,102.297661,102.299911,102.276840,102.264626,102.267250,102.158249,102.282791,102.183876
101.822777,101.999687,101.771072,102.130394,102.079781,102.129875,102.138321,101.903107,102.151871,102.166374,101.846390,101.955360,101.864502,101.797348,101.805153,102.181473,102.181870,102.229599,101.784622,102.093834,102.098328,102.173515,102.282516,101.845787,102.129707,102.151321,102.213692,102.109589,101.908539,102.105438,102.210373,102.240372,102.205452,102.156754,102.105515,102.154327,102.183975,102.199333,102.204567,102.208809,102.287354,102.170937,102.161766,102.235153,102.191437,102.212967,102.184853,102.274979,102.263618,102.258179,102.273209,102.165062,102.269150,102.218224,102.220222,102.237679,102.296989,102.299583,102.276840,102.264626,102.267586,102.158577,102.282791,102.184540
101.822777,102.000031,101.771072,102.130074,102.079117,102.130211,102.137505,101.903442,102.151199,102.166039,101.846062,101.955704,101.865005,101.797676,101.805153,102.181137,102.181870,102.228127,101.784622,102.093498,102.097885,102.173172,102.282516,101.845787,102.129379,102.150810,102.213692,102.110260,101.908539,102.106102,102.210373,102.241035,102.205124,102.156418,102.104744,102.153824,102.184654,102.199997,102.204567,102.208008,102.287354,102.171608,102.161438,102.235153,102.191437,102.213310,102.184853,102.274635,102.263954,102.257835,102.274216,102.165062,102.269150,102.218224,102.220543,102.238014,102.298012,102.298920,102.277519,102.264290,102.268616,102.159256,102.282928,102.183876
101.822777,101.999352,101.771072,102.130394,102.078789,102.130211,102.137505,101.903297,102.151535,102.166374,101.846062,101.956039,101.864677,101.796860,101.805153,102.181473,102.182533,102.229263,101.785446,102.093498,102.098549,102.173851,102.282181,101.845444,102.129707,102.151978,102.213692,102.111252,101.908218,102.106102,102.210373,102.240707,102.205254,102.155746,102.105087,102.153824,102.184654,102.199661,102.204567,102.207680,102.287354,102.173119,102.161438,102.236519,102.192223,102.213310,102.184853,102.273949,102.264626,102.257835,102.273544,102.165741,102.269485,102.217560,102.219368,102.237679,102.296989,102.298599,102.277855,102.264473,102.268944,102.159256,102.281784,102.184540
101.822456,102.000031,101.771408,102.131897,102.078125,102.130211,102.137840,101.902962,102.151535,102.167046,101.845390,101.955704,101.864349,101.797676,101.804276,102.180992,102.183044,102.228462,101.785446,102.094170,102.098549,102.174194,102.280853,101.845444,102.130501,102.152634,102.213692,102.111252,101.907890,102.106102,102.211044,102.240372,102.204910,102.155075,102.105087,102.154327,102.184319,102.199997,102.204224,102.207680,102.286507,102.172775,102.161438,102.236839,102.192223,102.213310,102.184853,102.272934,102.264626,102.257835,102.273865,102.166092,102.269485,102.217888,102.219704,102.238014,102.298157,102.298599,102.278198,102.264793,102.268944,102.158577,102.282120,102.183701
101.822456,102.000366,101.771408,102.131752,102.078125,102.130539,102.139000,101.904129,102.151871,102.167183,101.844719,101.954865,101.864349,101.797997,101.804276,102.181137,102.182701,102.228790,101.785774,102.094841,102.099213,102.174194,102.280853,101.844620,102.130501,102.151794,102.214027,102.112381,101.908737,102.106430,102.211044,102.241035,102.204239,102.154404,102.104401,102.153999,102.183792,102.199661,102.203880,102.207344,102.285835,102.173454,102.161438,102.236168,102.192551,102.213974,102.185188,102.272598,102.265305,102.257835,102.273544,102.166779,102.269485,102.217064,102.217850,102.238014,102.297813,102.298264,102.278519,102.265129,102.269302,102.158577,102.281784,102.184357
101.822456,101.999687,101.771751,102.131752,102.076645,102.131218,102.137840,101.903793,102.151871,102.167519,101.844398,101.955360,101.865005,101.799004,101.805153,102.181137,102.182365,102.228462,101.785446,102.094841,102.098083,102.173851,102.280525,101.845444,102.130829,102.151794,102.215042,102.112381,101.908737,102.106430,102.211876,102.241035,102.204239,102.154739,102.105171,102.153999,102.184990,102.199661,102.203880,102.207680,102.286179,102.172119,102.160759,102.235825,102.191765,102.214310,102.184708,102.273720,102.265640,102.257179,102.272873,102.167473,102.269485,102.217728,102.217522,102.238358,102.297150,102.296608,102.278198,102.265129,102.270401,102.158577,102.281448,102.184357
101.822456,102.000366,101.771408,102.131897,102.075974,102.130539,102.138191,101.903442,102.153046,102.167519,101.845062,101.955360,101.864677,101.799339,101.805153,102.181625,102.182365,102.228790,101.785774,102.094498,102.098083,102.173851,102.280525,101.845787,102.130043,102.151474,102.214371,102.112717,101.908096,102.105438,102.211380,102.240707,102.203903,102.154076,102.105515,102.153999,102.185333,102.200668,102.203880,102.208481,102.287674,102.171097,102.160759,102.235825,102.191437,102.215317,102.184372,102.273720,102.264961,102.257835,102.272873,102.168167,102.268822,102.217728,102.217522,102.238358,102.298157,102.298080,102.278198,102.264954,102.271088,102.158913,102.281448,102.183701
101.821770,102.000366,101.771072,102.131897,102.076294,102.130409,102.138191,101.902290,102.151535,102.168182,101.845062,101.956863,101.865005,101.798668,101.804276,102.181625,102.183044,102.228462,101.785446,102.094498,102.098083,102.174530,102.281967,101.844971,102.130043,102.151146,102.214371,102.112381,101.907776,102.106102,102.212219,102.240707,102.204750,102.154076,102.104050,102.154327,102.184799,102.200333,102.203880,102.208351,102.287674,102.170982,102.160759,102.236992,102.192223,102.214645,102.184708,102.272263,102.264626,102.257835,102.271683,102.169640,102.267822,102.218895,102.217522,102.238014,102.299629,102.298737,102.278198,102.266136,102.270737,102.159256,102.281113,102.183701
101.822105,102.000687,101.770737,102.130737,102.076645,102.130074,102.139000,101.901955,102.149742,102.168518,101.844063,101.956528,101.864677,101.797997,101.804611,102.181625,102.183044,102.227798,101.785446,102.093834,102.098083,102.174881,102.281967,101.846329,102.130829,102.151146,102.214859,102.112053,101.907776,102.106102,102.212547,102.242523,102.205093,102.154564,102.104050,102.154655,102.185486,102.200333,102.204224,102.208809,102.287018,102.169754,102.161636,102.236656,102.191566,102.214981,102.184708,102.273720,102.264961,102.258507,102.271530,102.168854,102.268822,102.219246,102.218185,102.238815,102.299965,102.298737,102.279335,102.266464,102.270065,102.159256,102.281784,102.184540
101.822105,102.001030,101.770401,102.130737,102.076958,102.129723,102.138191,101.902451,102.149406,102.168518,101.843727,101.956528,101.865005,101.798347,101.804276,102.182289,102.183044,102.228790,101.785446,102.093834,102.098412,102.174530,102.282806,101.846672,102.130356,102.151146,102.214195,102.112717,101.907242,102.105774,102.212547,102.241035,102.205429,102.153732,102.103371,102.154655,102.185150,102.200478,102.203880,102.209152,102.286354,102.169754,102.160759,102.236656,102.191101,102.214981,102.185860,102.273720,102.264961,102.258507,102.271210,102.168854,102.268478,102.219566,102.218185,102.238815,102.299500,102.298409,102.279999,102.266136,102.270065,102.158913,102.281784,102.183365
